query	entrezgene	name	symbol	alias	taxid	HGNC
PHC3	80012	polyhomeotic homolog 3	PHC3	EDR3, HPH3	9606	HGNC:15682
FAM109A	144717	PH domain containing endocytic trafficking adaptor 1	PHETA1	FAM109A, IPIP27A, SES1	9606	HGNC:26509
FAM109B	150368	PH domain containing endocytic trafficking adaptor 2	PHETA2	FAM109B, IPIP27B, Ses2	9606	HGNC:27161
PHEX	5251	phosphate regulating endopeptidase homolog X-linked	PHEX	HPDR, HPDR1, HYP, HYP1, LXHR	9606	HGNC:8918
PHF1	5252	PHD finger protein 1	PHF1	MTF2L2, PCL1, PHF2, TDRD19C, hPHF1	9606	HGNC:8919
PHF10	55274	PHD finger protein 10	PHF10	BAF45A, XAP135	9606	HGNC:18250
PHF11	51131	PHD finger protein 11	PHF11	APY, BCAP, IGEL, IGER, IGHER	9606	HGNC:17024
PHF12	57649	PHD finger protein 12	PHF12	PF1	9606	HGNC:20816
PHF13	148479	PHD finger protein 13	PHF13	PHF5, SPOC1	9606	HGNC:22983
PHF14	9678	PHD finger protein 14	PHF14		9606	HGNC:22203
PHF19	26147	PHD finger protein 19	PHF19	MTF2L1, PCL3, TDRD19B	9606	HGNC:24566
PHF2	5253	PHD finger protein 2	PHF2	CENP-35, GRC5, JHDM1E, KDM7C	9606	HGNC:8920
PHF20	51230	PHD finger protein 20	PHF20	C20orf104, GLEA2, HCA58, NZF, TDRD20A	9606	HGNC:16098
PHF20L1	51105	PHD finger protein 20 like 1	PHF20L1	CGI-72, TDRD20B, URLC1	9606	HGNC:24280
PHF21A	51317	PHD finger protein 21A	PHF21A	BHC80, BM-006, IDDBCS, NEDMS	9606	HGNC:24156
PHF21B	112885	PHD finger protein 21B	PHF21B	BHC80L, PHF4	9606	HGNC:25161
PHF23	79142	PHD finger protein 23	PHF23	hJUNE-1b	9606	HGNC:28428
PHF3	23469	PHD finger protein 3	PHF3		9606	HGNC:8921
PHF5A	84844	PHD finger protein 5A	PHF5A	INI, Rds3, SAP14b, SF3B7, SF3b14b	9606	HGNC:18000
PHF6	84295	PHD finger protein 6	PHF6	BFLS, BORJ, CENP-31	9606	HGNC:18145
PHF7	51533	PHD finger protein 7	PHF7	HSPC045, HSPC226, NYD-SP6	9606	HGNC:18458
PHF8	23133	PHD finger protein 8	PHF8	JHDM1F, KDM7B, MRXSSD, ZNF422	9606	HGNC:20672
PHGDH	26227	phosphoglycerate dehydrogenase	PHGDH	3-PGDH, 3PGDH, HEL-S-113, NLS, NLS1	9606	HGNC:8923
BRWD2	55023	pleckstrin homology domain interacting protein	PHIP	BRWD2, CHUJANS, DCAF14, DIDOD, WDR11	9606	HGNC:15673
PHIP	55023	pleckstrin homology domain interacting protein	PHIP	BRWD2, CHUJANS, DCAF14, DIDOD, WDR11	9606	HGNC:15673
PHKA1	5255	phosphorylase kinase regulatory subunit alpha 1	PHKA1	PHKA	9606	HGNC:8925
PHKA2	5256	phosphorylase kinase regulatory subunit alpha 2	PHKA2	GSD9A, PHK, PYK, PYKL, XLG	9606	HGNC:8926
PHKB	5257	phosphorylase kinase regulatory subunit beta	PHKB		9606	HGNC:8927
PHKG1	5260	phosphorylase kinase catalytic subunit gamma 1	PHKG1	PHKG	9606	HGNC:8930
PHKG2	5261	phosphorylase kinase catalytic subunit gamma 2	PHKG2	GSD9C	9606	HGNC:8931
PHLDA1	22822	pleckstrin homology like domain family A member 1	PHLDA1	DT1P1B11, PHRIP, TDAG51	9606	HGNC:8933
PHLDA2	7262	pleckstrin homology like domain family A member 2	PHLDA2	BRW1C, BWR1C, HLDA2, IPL, TSSC3	9606	HGNC:12385
PHLDA3	23612	pleckstrin homology like domain family A member 3	PHLDA3	TIH1	9606	HGNC:8934
PHLDB1	23187	pleckstrin homology like domain family B member 1	PHLDB1	LL5A	9606	HGNC:23697
PHLDB2	90102	pleckstrin homology like domain family B member 2	PHLDB2	LL5b, LL5beta	9606	HGNC:29573
PHLDB3	653583	pleckstrin homology like domain family B member 3	PHLDB3		9606	HGNC:30499
PHLPP	23239	PH domain and leucine rich repeat protein phosphatase 1	PHLPP1	PHLPP, PLEKHE1, PPM3A, SCOP	9606	HGNC:20610
PHLPP1	23239	PH domain and leucine rich repeat protein phosphatase 1	PHLPP1	PHLPP, PLEKHE1, PPM3A, SCOP	9606	HGNC:20610
PHLPP2	23035	PH domain and leucine rich repeat protein phosphatase 2	PHLPP2	PHLPPL, PPM3B	9606	HGNC:29149
PHLPPL	23035	PH domain and leucine rich repeat protein phosphatase 2	PHLPP2	PHLPPL, PPM3B	9606	HGNC:29149
PHOSPHO1	162466	phosphoethanolamine/phosphocholine phosphatase 1	PHOSPHO1		9606	HGNC:16815
PHOSPHO2	493911	phosphatase, orphan 2	PHOSPHO2		9606	HGNC:28316
PHOX2A	401	paired like homeobox 2A	PHOX2A	ARIX, CFEOM2, FEOM2, NCAM2, PMX2A	9606	HGNC:691
PHOX2B	8929	paired like homeobox 2B	PHOX2B	CCHS, NBLST2, NBPhox, PMX2B	9606	HGNC:9143
PHPT1	29085	phosphohistidine phosphatase 1	PHPT1	CGI-202, HEL-S-132P, HSPC141, PHP, PHP14	9606	HGNC:30033
PHRF1	57661	PHD and ring finger domains 1	PHRF1	PPP1R125, RNF221	9606	HGNC:24351
PHTF1	10745	putative homeodomain transcription factor 1	PHTF1	PHTF	9606	HGNC:8939
PHTF2	57157	putative homeodomain transcription factor 2	PHTF2		9606	HGNC:13411
PHYH	5264	phytanoyl-CoA 2-hydroxylase	PHYH	LN1, LNAP1, PAHX, PHYH1, RD	9606	HGNC:8940
PHYHD1	254295	phytanoyl-CoA dioxygenase domain containing 1	PHYHD1		9606	HGNC:23396
PHYHIP	9796	phytanoyl-CoA 2-hydroxylase interacting protein	PHYHIP	DYRK1AP3, PAHX-AP, PAHXAP1	9606	HGNC:16865
PHYHIPL	84457	phytanoyl-CoA 2-hydroxylase interacting protein like	PHYHIPL		9606	HGNC:29378
AGXT2L2	85007	5-phosphohydroxy-L-lysine phospho-lyase	PHYKPL	AGXT2L2, PHLU	9606	HGNC:28249
PHYKPL	85007	5-phosphohydroxy-L-lysine phospho-lyase	PHYKPL	AGXT2L2, PHLU	9606	HGNC:28249
PI15	51050	peptidase inhibitor 15	PI15	CRISP8, P24TI, P25TI	9606	HGNC:8946
PI16	221476	peptidase inhibitor 16	PI16	CD364, CRISP9, MSMBBP, PSPBP	9606	HGNC:21245
PI3	5266	peptidase inhibitor 3	PI3	ESI, SKALP, WAP3, WFDC14, cementoin	9606	HGNC:8947
PI4K2A	55361	phosphatidylinositol 4-kinase type 2 alpha	PI4K2A	PI4KII, PIK42A	9606	HGNC:30031
PI4K2B	55300	phosphatidylinositol 4-kinase type 2 beta	PI4K2B	PI4KIIB, PIK42B	9606	HGNC:18215
PI4KA	5297	phosphatidylinositol 4-kinase alpha	PI4KA	PI4K-ALPHA, PIK4CA, PMGYCHA, pi4K230	9606	HGNC:8983
PI4KAP1	728233	phosphatidylinositol 4-kinase alpha pseudogene 1	PI4KAP1		9606	HGNC:33576
PI4KAP2	375133	phosphatidylinositol 4-kinase alpha pseudogene 2	PI4KAP2		9606	HGNC:33577
PI4KB	5298	phosphatidylinositol 4-kinase beta	PI4KB	NPIK, PI4K-BETA, PI4K92, PI4KBETA, PI4KIII	9606	HGNC:8984
PIANP	196500	PILR alpha associated neural protein	PIANP	C12orf53, LEDA1, PANP, leda-1	9606	HGNC:25338
PIAS1	8554	protein inhibitor of activated STAT 1	PIAS1	DDXBP1, GBP, GU/RH-II, ZMIZ3	9606	HGNC:2752
PIAS2	9063	protein inhibitor of activated STAT 2	PIAS2	ARIP3, DIP, MIZ1, PIASX, SIZ2	9606	HGNC:17311
PIAS3	10401	protein inhibitor of activated STAT 3	PIAS3	ZMIZ5	9606	HGNC:16861
PIAS4	51588	protein inhibitor of activated STAT 4	PIAS4	PIAS-gamma, PIASY, Piasg, ZMIZ6	9606	HGNC:17002
PIBF1	10464	progesterone immunomodulatory binding factor 1	PIBF1	C13orf24, CEP90, JBTS33, PIBF	9606	HGNC:23352
PICALM	8301	phosphatidylinositol binding clathrin assembly protein	PICALM	CALM, CLTH, LAP	9606	HGNC:15514
PICK1	9463	protein interacting with PRKCA 1	PICK1	PICK, PRKCABP	9606	HGNC:9394
PID1	55022	phosphotyrosine interaction domain containing 1	PID1	HMFN2073, NYGGF4, P-CLI1, PCLI1	9606	HGNC:26084
LRDD	55367	p53-induced death domain protein 1	PIDD1	LRDD, PIDD	9606	HGNC:16491
PIDD	55367	p53-induced death domain protein 1	PIDD1	LRDD, PIDD	9606	HGNC:16491
PIDD1	55367	p53-induced death domain protein 1	PIDD1	LRDD, PIDD	9606	HGNC:16491
PIEZO1	9780	piezo type mechanosensitive ion channel component 1	PIEZO1	DHS, FAM38A, LMPH3, LMPHM6, Mib	9606	HGNC:28993
PIEZO2	63895	piezo type mechanosensitive ion channel component 2	PIEZO2	C18orf30, C18orf58, DA3, DA5, DAIPT	9606	HGNC:26270
PIF1	80119	PIF1 5'-to-3' DNA helicase	PIF1	C15orf20, PIF	9606	HGNC:26220
PIFO	128344	primary cilia formation	PIFO	C1orf88, pitchfork	9606	HGNC:27009
PIGA	5277	phosphatidylinositol glycan anchor biosynthesis class A	PIGA	GPI3, MCAHS2, PIG-A, PNH1	9606	HGNC:8957
PIGB	9488	phosphatidylinositol glycan anchor biosynthesis class B	PIGB	DEE80, EIEE80, GPI-MT-III, PIG-B	9606	HGNC:8959
PIGC	5279	phosphatidylinositol glycan anchor biosynthesis class C	PIGC	GPI2, GPIBD16, MRT62	9606	HGNC:8960
PIGF	5281	phosphatidylinositol glycan anchor biosynthesis class F	PIGF		9606	HGNC:8962
PIGG	54872	phosphatidylinositol glycan anchor biosynthesis class G	PIGG	GPI7, LAS21, MRT53, PRO4405, RLGS1930	9606	HGNC:25985
PIGH	5283	phosphatidylinositol glycan anchor biosynthesis class H	PIGH	GPI-H	9606	HGNC:8964
PIGK	10026	phosphatidylinositol glycan anchor biosynthesis class K	PIGK	GPI8, NEDHCAS	9606	HGNC:8965
PIGL	9487	phosphatidylinositol glycan anchor biosynthesis class L	PIGL	CHIME	9606	HGNC:8966
PIGM	93183	phosphatidylinositol glycan anchor biosynthesis class M	PIGM	GPI-MT-I	9606	HGNC:18858
PIGN	23556	phosphatidylinositol glycan anchor biosynthesis class N	PIGN	MCAHS, MCAHS1, MCD4, MDC4, PIG-N	9606	HGNC:8967
PIGO	84720	phosphatidylinositol glycan anchor biosynthesis class O	PIGO	HPMRS2	9606	HGNC:23215
PIGP	51227	phosphatidylinositol glycan anchor biosynthesis class P	PIGP	DCRC, DCRC-S, DEE55, DSCR5, DSRC	9606	HGNC:3046
PIGQ	9091	phosphatidylinositol glycan anchor biosynthesis class Q	PIGQ	DEE77, EIEE77, GPI1, c407A10.1	9606	HGNC:14135
PIGR	5284	polymeric immunoglobulin receptor	PIGR		9606	HGNC:8968
PIGS	94005	phosphatidylinositol glycan anchor biosynthesis class S	PIGS	GPIBD18	9606	HGNC:14937
PIGT	51604	phosphatidylinositol glycan anchor biosynthesis class T	PIGT	CGI-06, MCAHS3, NDAP, PNH2	9606	HGNC:14938
PIGU	128869	phosphatidylinositol glycan anchor biosynthesis class U	PIGU	CDC91L1, GAB1, GPIBD21, NEDBSS	9606	HGNC:15791
PIGV	55650	phosphatidylinositol glycan anchor biosynthesis class V	PIGV	GPI-MT-II, HPMRS1, PIG-V	9606	HGNC:26031
PIGW	284098	phosphatidylinositol glycan anchor biosynthesis class W	PIGW	Gwt1, HPMRS5	9606	HGNC:23213
PIGX	54965	phosphatidylinositol glycan anchor biosynthesis class X	PIGX	PIG-X	9606	HGNC:26046
PIGY	84992	phosphatidylinositol glycan anchor biosynthesis class Y	PIGY	HPMRS6, PIG-Y	9606	HGNC:28213
PIGZ	80235	phosphatidylinositol glycan anchor biosynthesis class Z	PIGZ	GPI-MT-IV, PIG-Z, SMP3	9606	HGNC:30596
PIH1D1	55011	PIH1 domain containing 1	PIH1D1	DNAAF14, MOT48, NOP17, Pih1	9606	HGNC:26075
PIH1D2	120379	PIH1 domain containing 2	PIH1D2	DNAAF15	9606	HGNC:25210
PIK3AP1	118788	phosphoinositide-3-kinase adaptor protein 1	PIK3AP1	BCAP	9606	HGNC:30034
PIK3C2A	5286	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	PIK3C2A	CPK, OCSKD, PI3-K-C2(ALPHA), PI3-K-C2A, PI3K-C2-alpha	9606	HGNC:8971
PIK3C2B	5287	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta	PIK3C2B	C2-PI3K	9606	HGNC:8972
PIK3C2G	5288	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma	PIK3C2G	PI3K-C2-gamma, PI3K-C2GAMMA	9606	HGNC:8973
PIK3C3	5289	phosphatidylinositol 3-kinase catalytic subunit type 3	PIK3C3	VPS34, Vps34, hVps34	9606	HGNC:8974
PIK3CA	5290	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	PIK3CA	CLAPO, CLOVE, CWS5, MCAP, MCM	9606	HGNC:8975
PIK3CB	5291	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	PIK3CB	P110BETA, PI3K, PI3KBETA, PIK3C1	9606	HGNC:8976
PIK3CD	5293	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	PIK3CD	APDS, IMD14, IMD14A, IMD14B, P110DELTA	9606	HGNC:8977
PIK3CG	5294	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	PIK3CG	PI3CG, PI3K, PI3Kgamma, PIK3, p110gamma	9606	HGNC:8978
PIK3IP1	113791	phosphoinositide-3-kinase interacting protein 1	PIK3IP1	HGFL, TrIP, hHGFL(S)	9606	HGNC:24942
PIK3R1	5295	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	AGM7, GRB1, IMD36, p85, p85-ALPHA	9606	HGNC:8979
PIK3R2	5296	phosphoinositide-3-kinase regulatory subunit 2	PIK3R2	MPPH, MPPH1, P85B, p85, p85-BETA	9606	HGNC:8980
PIK3R3	8503	phosphoinositide-3-kinase regulatory subunit 3	PIK3R3	p55, p55-GAMMA, p55PIK	9606	HGNC:8981
PIK3R4	30849	phosphoinositide-3-kinase regulatory subunit 4	PIK3R4	VPS15, p150	9606	HGNC:8982
PIK3R5	23533	phosphoinositide-3-kinase regulatory subunit 5	PIK3R5	F730038I15Rik, FOAP-2, P101-PI3K, p101	9606	HGNC:30035
C17ORF38	146850	phosphoinositide-3-kinase regulatory subunit 6	PIK3R6	C17orf38, HsT41028, p84 PIKAP, p87(PIKAP), p87PIKAP	9606	HGNC:27101
PIKFYVE	200576	phosphoinositide kinase, FYVE-type zinc finger containing	PIKFYVE	CFD, FAB1, HEL37, PIP5K, PIP5K3	9606	HGNC:23785
PIP5K3	200576	phosphoinositide kinase, FYVE-type zinc finger containing	PIKFYVE	CFD, FAB1, HEL37, PIP5K, PIP5K3	9606	HGNC:23785
PILRA	29992	paired immunoglobin like type 2 receptor alpha	PILRA	FDF03	9606	HGNC:20396
PILRB	29990	paired immunoglobin like type 2 receptor beta	PILRB	FDFACT1, FDFACT2	9606	HGNC:18297
PIM1	5292	Pim-1 proto-oncogene, serine/threonine kinase	PIM1	PIM	9606	HGNC:8986
PIM2	11040	Pim-2 proto-oncogene, serine/threonine kinase	PIM2		9606	HGNC:8987
PIM3	415116	Pim-3 proto-oncogene, serine/threonine kinase	PIM3	pim-3	9606	HGNC:19310
FAM64A	54478	PICALM interacting mitotic regulator	PIMREG	CATS, FAM64A, RCS1	9606	HGNC:25483
PIN1	5300	peptidylprolyl cis/trans isomerase, NIMA-interacting 1	PIN1	DOD, UBL5	9606	HGNC:8988
PIN1L	5301	peptidylprolyl cis/trans isomerase, NIMA-interacting 1 pseudogene 1	PIN1P1	PIN1L	9606	HGNC:8989
PIN1P1	5301	peptidylprolyl cis/trans isomerase, NIMA-interacting 1 pseudogene 1	PIN1P1	PIN1L	9606	HGNC:8989
PIN4	5303	peptidylprolyl cis/trans isomerase, NIMA-interacting 4	PIN4	EPVH, PAR14, PAR17	9606	HGNC:8992
PINK1	65018	PTEN induced kinase 1	PINK1	BRPK, PARK6	9606	HGNC:14581
PINLYP	390940	phospholipase A2 inhibitor and LY6/PLAUR domain containing	PINLYP		9606	HGNC:44206
PINX1	54984	PIN2 (TERF1) interacting telomerase inhibitor 1	PINX1	Gno1, LPTL, LPTS, Pxr1	9606	HGNC:30046
PIP	5304	prolactin induced protein	PIP	GCDFP-15, GCDFP15, GPIP4	9606	HGNC:8993
PIP4K2A	5305	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha	PIP4K2A	PI5P4KA, PIP5K2A, PIP5KII-alpha, PIP5KIIA, PIPK	9606	HGNC:8997
PIP4K2B	8396	phosphatidylinositol-5-phosphate 4-kinase type 2 beta	PIP4K2B	PI5P4KB, PIP5K2B, PIP5KIIB, PIP5KIIbeta, PIP5P4KB	9606	HGNC:8998
PIP4K2C	79837	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma	PIP4K2C	PIP5K2C	9606	HGNC:23786
TMEM55B	90809	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1	PIP4P1	C14orf9, TMEM55B	9606	HGNC:19299
TMEM55A	55529	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2	PIP4P2	TMEM55A	9606	HGNC:25452
PIP5K1A	8394	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha	PIP5K1A		9606	HGNC:8994
PIP5K1B	8395	phosphatidylinositol-4-phosphate 5-kinase type 1 beta	PIP5K1B	MSS4, STM7	9606	HGNC:8995
PIP5K1C	23396	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma	PIP5K1C	LCCS3, PIP5K-GAMMA, PIP5K1-gamma, PIP5Kgamma	9606	HGNC:8996
PIP5KL1	138429	phosphatidylinositol-4-phosphate 5-kinase like 1	PIP5KL1	PIPKH	9606	HGNC:28711
PIPOX	51268	pipecolic acid and sarcosine oxidase	PIPOX	LPIPOX	9606	HGNC:17804
PIPSL	266971	PIP5K1A and PSMD4 like (pseudogene)	PIPSL	PIP5K1L1, PIP5K1P3, PSMD4P2, bA429H9.1	9606	HGNC:23733
PIR	8544	pirin	PIR		9606	HGNC:30048
PIRT	644139	phosphoinositide interacting regulator of transient receptor potential channels	PIRT		9606	HGNC:37239
PISD	23761	phosphatidylserine decarboxylase	PISD	DJ858B16, LIBF, PSD, PSDC, PSSC	9606	HGNC:8999
C1ORF128	57095	PITH domain containing 1	PITHD1	C1orf128, HT014, TXNL1CL	9606	HGNC:25022
PITHD1	57095	PITH domain containing 1	PITHD1	C1orf128, HT014, TXNL1CL	9606	HGNC:25022
PITPNA	5306	phosphatidylinositol transfer protein alpha	PITPNA	HEL-S-36, PI-TPalpha, PITPN, VIB1A	9606	HGNC:9001
PITPNB	23760	phosphatidylinositol transfer protein beta	PITPNB	PI-TP-beta, PtdInsTP, VIB1B	9606	HGNC:9002
PITPNC1	26207	phosphatidylinositol transfer protein cytoplasmic 1	PITPNC1	M-RDGB-beta, MRDGBbeta, RDGB-BETA, RDGBB, RDGBB1	9606	HGNC:21045
PITPNM1	9600	phosphatidylinositol transfer protein membrane associated 1	PITPNM1	DRES9, NIR2, PITPNM, RDGB, RDGB1	9606	HGNC:9003
PITPNM2	57605	phosphatidylinositol transfer protein membrane associated 2	PITPNM2	NIR-3, NIR3, RDGB2, RDGBA2	9606	HGNC:21044
PITPNM3	83394	PITPNM family member 3	PITPNM3	ACKR6, CORD5, NIR1, RDGBA3	9606	HGNC:21043
PITRM1	10531	pitrilysin metallopeptidase 1	PITRM1	MP1, PreP	9606	HGNC:17663
PITX1	5307	paired like homeodomain 1	PITX1	BFT, CCF, LBNBG, POTX, PTX1	9606	HGNC:9004
PITX2	5308	paired like homeodomain 2	PITX2	ARP1, ASGD4, Brx1, IDG2, IGDS	9606	HGNC:9005
PITX3	5309	paired like homeodomain 3	PITX3	ASGD1, ASMD, ASOD, CTPP4, CTRCT11	9606	HGNC:9006
PIWIL1	9271	piwi like RNA-mediated gene silencing 1	PIWIL1	CT80.1, HIWI, MIWI, PIWI	9606	HGNC:9007
PIWIL2	55124	piwi like RNA-mediated gene silencing 2	PIWIL2	CT80, HILI, PIWIL1L, mili	9606	HGNC:17644
PIWIL3	440822	piwi like RNA-mediated gene silencing 3	PIWIL3	HIWI3	9606	HGNC:18443
PIWIL4	143689	piwi like RNA-mediated gene silencing 4	PIWIL4	HIWI2, MIWI2	9606	HGNC:18444
PJA1	64219	praja ring finger ubiquitin ligase 1	PJA1	PRAJA1, RNF70	9606	HGNC:16648
PJA2	9867	praja ring finger ubiquitin ligase 2	PJA2	Neurodap1, RNF131	9606	HGNC:17481
PKD1	5310	polycystin 1, transient receptor potential channel interacting	PKD1	PBP, PC1, Pc-1, TRPP1	9606	HGNC:9008
PKD1L1	168507	polycystin 1 like 1, transient receptor potential channel interacting	PKD1L1	HTX8, PRO19563	9606	HGNC:18053
C7ORF69	80099	PKD1L1 antisense RNA 1	PKD1L1-AS1	C7orf69	9606	HGNC:21911
PKD1L3	342372	polycystin 1 like 3, transient receptor potential channel interacting	PKD1L3		9606	HGNC:21716
PKD1P1	339044	polycystin 1, transient receptor potential channel interacting pseudogene 1	PKD1P1	HG1, NPIP	9606	HGNC:30065
PKD1P6	353511	polycystin 1, transient receptor potential channel interacting pseudogene 6	PKD1P6	HG6	9606	HGNC:30070
PKD2	5311	polycystin 2, transient receptor potential cation channel	PKD2	APKD2, PC2, PKD4, Pc-2, TRPP2	9606	HGNC:9009
PKD2L1	9033	polycystin 2 like 1, transient receptor potential cation channel	PKD2L1	PCL, PKD2L, PKDL, TRPP3	9606	HGNC:9011
PKD2L2	27039	polycystin 2 like 2, transient receptor potential cation channel	PKD2L2	TRPP5	9606	HGNC:9012
PKDCC	91461	protein kinase domain containing, cytoplasmic	PKDCC	RLSDF, SGK493, Vlk	9606	HGNC:25123
PKDREJ	10343	polycystin family receptor for egg jelly	PKDREJ		9606	HGNC:9015
PKHD1	5314	PKHD1 ciliary IPT domain containing fibrocystin/polyductin	PKHD1	ARPKD, FCYT, FPC, PKD4, TIGM1	9606	HGNC:9016
PKHD1L1	93035	PKHD1 like 1	PKHD1L1	PKHDL1	9606	HGNC:20313
PKIA	5569	cAMP-dependent protein kinase inhibitor alpha	PKIA	PRKACN1	9606	HGNC:9017
PKIB	5570	cAMP-dependent protein kinase inhibitor beta	PKIB	PRKACN2	9606	HGNC:9018
PKIG	11142	cAMP-dependent protein kinase inhibitor gamma	PKIG	PKI-gamma	9606	HGNC:9019
PKLR	5313	pyruvate kinase L/R	PKLR	PK1, PKL, PKRL, RPK	9606	HGNC:9020
PKM	5315	pyruvate kinase M1/2	PKM	CTHBP, HEL-S-30, OIP3, PK3, PKM2	9606	HGNC:9021
PKM2	5315	pyruvate kinase M1/2	PKM	CTHBP, HEL-S-30, OIP3, PK3, PKM2	9606	HGNC:9021
PKMYT1	9088	protein kinase, membrane associated tyrosine/threonine 1	PKMYT1	MYT1, PPP1R126	9606	HGNC:29650
PKN1	5585	protein kinase N1	PKN1	DBK, PAK-1, PAK1, PKN, PKN-ALPHA	9606	HGNC:9405
PKN2	5586	protein kinase N2	PKN2	PAK2, PRK2, PRKCL2, PRO2042, Pak-2	9606	HGNC:9406
PKN3	29941	protein kinase N3	PKN3	UTDP4-1	9606	HGNC:17999
PKNOX1	5316	PBX/knotted 1 homeobox 1	PKNOX1	PREP1, pkonx1c	9606	HGNC:9022
PKNOX2	63876	PBX/knotted 1 homeobox 2	PKNOX2	PREP2	9606	HGNC:16714
PKP1	5317	plakophilin 1	PKP1	B6P, EDSFS	9606	HGNC:9023
PKP2	5318	plakophilin 2	PKP2	ARVD9	9606	HGNC:9024
PKP3	11187	plakophilin 3	PKP3		9606	HGNC:9025
PKP4	8502	plakophilin 4	PKP4	p0071	9606	HGNC:9026
PLA1A	51365	phospholipase A1 member A	PLA1A	PS-PLA1, PSPLA1	9606	HGNC:17661
PLA2G10	8399	phospholipase A2 group X	PLA2G10	GXPLA2, GXSPLA2, SPLA2, sPLA2-X	9606	HGNC:9029
PLA2G12A	81579	phospholipase A2 group XIIA	PLA2G12A	GXII, PLA2G12, ROSSY	9606	HGNC:18554
PLA2G12B	84647	phospholipase A2 group XIIB	PLA2G12B	FKSG71, GXIIB, GXIIIsPLA2, PLA2G13, sPLA2-GXIIB	9606	HGNC:18555
LYPLA3	23659	phospholipase A2 group XV	PLA2G15	ACS, GXVPLA2, LLPL, LPLA2, LYPLA3	9606	HGNC:17163
PLA2G15	23659	phospholipase A2 group XV	PLA2G15	ACS, GXVPLA2, LLPL, LPLA2, LYPLA3	9606	HGNC:17163
PLA2G1B	5319	phospholipase A2 group IB	PLA2G1B	PLA2, PLA2A, PPLA2	9606	HGNC:9030
PLA2G2A	5320	phospholipase A2 group IIA	PLA2G2A	MOM1, PLA2, PLA2B, PLA2L, PLA2S	9606	HGNC:9031
PLA2G2C	391013	phospholipase A2 group IIC	PLA2G2C	UBXN10-AS1	9606	HGNC:9032
PLA2G2D	26279	phospholipase A2 group IID	PLA2G2D	PLA2IID, SPLASH, sPLA2-IID, sPLA2S	9606	HGNC:9033
PLA2G2E	30814	phospholipase A2 group IIE	PLA2G2E	GIIE sPLA2, sPLA2-IIE	9606	HGNC:13414
PLA2G2F	64600	phospholipase A2 group IIF	PLA2G2F	GIIFsPLA2, sPLA2-IIF	9606	HGNC:30040
PLA2G3	50487	phospholipase A2 group III	PLA2G3	GIII-SPLA2, SPLA2III, sPLA2-III	9606	HGNC:17934
PLA2G4A	5321	phospholipase A2 group IVA	PLA2G4A	GURDP, PLA2G4, cPLA2, cPLA2-alpha	9606	HGNC:9035
PLA2G4B	100137049	phospholipase A2 group IVB	PLA2G4B	HsT16992, cPLA2-beta	9606	HGNC:9036
PLA2G4C	8605	phospholipase A2 group IVC	PLA2G4C	CPLA2-gamma	9606	HGNC:9037
PLA2G4D	283748	phospholipase A2 group IVD	PLA2G4D	cPLA2delta	9606	HGNC:30038
PLA2G4E	123745	phospholipase A2 group IVE	PLA2G4E		9606	HGNC:24791
PLA2G4F	255189	phospholipase A2 group IVF	PLA2G4F	PLA2G4FZ	9606	HGNC:27396
PLA2G5	5322	phospholipase A2 group V	PLA2G5	FRFB, GV-PLA2, PLA2-10, hVPLA(2)	9606	HGNC:9038
PLA2G6	8398	phospholipase A2 group VI	PLA2G6	CaI-PLA2, GVI, INAD1, IPLA2-VIA, NBIA2	9606	HGNC:9039
PLA2G7	7941	phospholipase A2 group VII	PLA2G7	LDL-PLA2, LP-PLA2, PAFAD, PAFAH	9606	HGNC:9040
PLA2R1	22925	phospholipase A2 receptor 1	PLA2R1	CLEC13C, PLA2-R, PLA2G1R, PLA2IR, PLA2R	9606	HGNC:9042
PLAA	9373	phospholipase A2 activating protein	PLAA	DOA1, NDMSBA, PLA2P, PLAP	9606	HGNC:9043
HRASLS	57110	phospholipase A and acyltransferase 1	PLAAT1	A-C1, H-REV107, HRASLS, HRASLS1, HRSL1	9606	HGNC:14922
HRASLS2	54979	phospholipase A and acyltransferase 2	PLAAT2	HRASLS2, PLA1/2-2, PLAAT-2	9606	HGNC:17824
HRASLS3	11145	phospholipase A and acyltransferase 3	PLAAT3	AdPLA, H-REV107, H-REV107-1, HRASLS3, HREV107	9606	HGNC:17825
PLA2G16	11145	phospholipase A and acyltransferase 3	PLAAT3	AdPLA, H-REV107, H-REV107-1, HRASLS3, HREV107	9606	HGNC:17825
